id,employee_name,salary_rice_kg,allowance_value_idr
884,Andi Dani,15,225000
885,Budi Setiawan,10,150000
886,Rini Rahma,30,450000
887,Mega Wijaya,25,375000
888,Hadi Mulyani,30,450000
889,Budi Lestari,10,150000
890,Eko Wijaya,25,375000
891,Ahmad Rahma,25,375000
892,Hadi Mulyani,15,225000
893,Andi Dani,10,150000
894,Mega Mulyani,10,150000
895,Budi Setiawan,25,375000
896,Hadi Dani,10,150000
897,Dewi Santoso,25,375000
898,Siti Setiawan,30,450000
899,Siti Rahma,20,300000
900,Budi Utami,20,300000
901,Rini Mulyani,20,300000
902,Dewi Santoso,30,450000
903,Sri Setiawan,10,150000
904,Siti Santoso,30,450000
905,Andi Dani,15,225000
906,Andi Rahma,25,375000
907,Hadi Wijaya,10,150000
908,Ahmad Wijaya,30,450000
909,Rini Utami,30,450000
910,Andi Kusuma,10,150000
911,Hadi Utami,10,150000
912,Sri Rahma,30,450000
913,Hadi Utami,15,225000
914,Andi Mulyani,15,225000
915,Mega Prasetyo,25,375000
916,Hadi Prasetyo,20,300000
917,Budi Prasetyo,30,450000
918,Ahmad Mulyani,25,375000
919,Sri Santoso,10,150000
920,Sri Santoso,30,450000
921,Hadi Wijaya,20,300000
922,Budi Wijaya,15,225000
923,Rini Mulyani,15,225000
924,Sri Utami,10,150000
925,Budi Kusuma,20,300000
926,Ahmad Utami,30,450000
927,Budi Prasetyo,30,450000
928,Ahmad Wijaya,25,375000
929,Sri Wijaya,25,375000
930,Andi Santoso,20,300000
931,Sri Lestari,10,150000
932,Dewi Santoso,20,300000
933,Eko Kusuma,15,225000
934,Sri Santoso,20,300000
935,Mega Mulyani,25,375000
936,Eko Kusuma,20,300000
937,Dewi Mulyani,30,450000
938,Andi Santoso,20,300000
939,Eko Rahma,20,300000
940,Ahmad Prasetyo,25,375000
941,Andi Prasetyo,25,375000
942,Siti Utami,30,450000
943,Dewi Mulyani,30,450000
944,Budi Setiawan,15,225000
945,Siti Dani,10,150000
946,Hadi Rahma,20,300000
947,Hadi Lestari,15,225000
948,Sri Mulyani,30,450000
949,Hadi Kusuma,30,450000
950,Hadi Santoso,10,150000
951,Ahmad Kusuma,20,300000
952,Dewi Kusuma,10,150000
953,Mega Mulyani,30,450000
954,Hadi Wijaya,30,450000
955,Rini Lestari,30,450000
956,Andi Prasetyo,10,150000
957,Eko Kusuma,10,150000
958,Eko Dani,15,225000
959,Andi Prasetyo,10,150000
960,Sri Dani,20,300000
961,Ahmad Prasetyo,10,150000
962,Rini Setiawan,30,450000
963,Sri Mulyani,25,375000
964,Dewi Kusuma,25,375000
965,Eko Dani,25,375000
966,Siti Wijaya,15,225000
967,Budi Dani,15,225000
968,Mega Mulyani,10,150000
969,Eko Mulyani,10,150000
970,Hadi Utami,15,225000
971,Hadi Setiawan,10,150000
972,Siti Setiawan,15,225000
973,Sri Lestari,15,225000
974,Budi Dani,20,300000
975,Dewi Dani,25,375000
976,Sri Santoso,25,375000
977,Rini Wijaya,30,450000
978,Hadi Mulyani,25,375000
979,Dewi Setiawan,10,150000
980,Rini Santoso,15,225000
981,Siti Utami,30,450000
982,Sri Wijaya,10,150000
983,Dewi Santoso,20,300000
984,Rini Utami,10,150000
985,Eko Rahma,20,300000
986,Siti Lestari,20,300000
987,Eko Dani,10,150000
988,Sri Prasetyo,25,375000
989,Budi Dani,30,450000
990,Sri Prasetyo,20,300000
991,Rini Dani,30,450000
992,Sri Kusuma,15,225000
993,Andi Kusuma,15,225000
994,Budi Santoso,30,450000
995,Ahmad Mulyani,20,300000
996,Siti Dani,10,150000
997,Budi Prasetyo,15,225000
998,Eko Mulyani,30,450000
999,Andi Santoso,10,150000
1000,Rini Prasetyo,20,300000
1001,Andi Utami,30,450000
1002,Dewi Mulyani,15,225000
1003,Dewi Mulyani,15,225000
1004,Dewi Lestari,30,450000
1005,Sri Wijaya,20,300000
1006,Hadi Lestari,15,225000
1007,Siti Kusuma,25,375000
1008,Siti Santoso,25,375000
1009,Sri Mulyani,20,300000
1010,Eko Rahma,30,450000
1011,Mega Lestari,25,375000
1012,Budi Mulyani,30,450000
1013,Ahmad Utami,30,450000
1014,Siti Mulyani,20,300000
1015,Dewi Rahma,25,375000
1016,Budi Wijaya,25,375000
1017,Ahmad Santoso,30,450000
1018,Eko Utami,25,375000
1019,Hadi Utami,10,150000
1020,Rini Utami,30,450000
1021,Sri Setiawan,25,375000
1022,Budi Lestari,30,450000
1023,Andi Kusuma,10,150000
1024,Dewi Kusuma,25,375000
1025,Hadi Setiawan,30,450000
1026,Andi Santoso,15,225000
1027,Sri Dani,30,450000
1028,Andi Wijaya,20,300000
1029,Hadi Rahma,25,375000
1030,Budi Mulyani,10,150000
1031,Siti Rahma,20,300000
1032,Ahmad Rahma,20,300000
1033,Andi Dani,30,450000
1034,Ahmad Prasetyo,25,375000
1035,Siti Rahma,30,450000
1036,Dewi Lestari,10,150000
1037,Sri Setiawan,25,375000
1038,Rini Kusuma,15,225000
1039,Dewi Lestari,30,450000
1040,Siti Utami,20,300000
1041,Dewi Dani,20,300000
1042,Budi Lestari,10,150000
1043,Andi Santoso,30,450000
1044,Rini Kusuma,10,150000
1045,Dewi Setiawan,15,225000
1046,Sri Utami,10,150000
1047,Siti Kusuma,25,375000
1048,Ahmad Prasetyo,10,150000
1049,Siti Setiawan,10,150000
1050,Dewi Wijaya,20,300000
1051,Dewi Prasetyo,30,450000
1052,Mega Mulyani,25,375000
1053,Budi Prasetyo,20,300000
1054,Sri Setiawan,20,300000
1055,Mega Mulyani,25,375000
1056,Dewi Wijaya,25,375000
1057,Dewi Rahma,20,300000
1058,Dewi Rahma,25,375000
1059,Budi Setiawan,30,450000
1060,Ahmad Lestari,20,300000
1061,Sri Utami,30,450000
1062,Siti Setiawan,10,150000
1063,Rini Mulyani,10,150000
1064,Eko Mulyani,10,150000
1065,Rini Utami,30,450000
1066,Budi Setiawan,15,225000
1067,Ahmad Santoso,20,300000
1068,Andi Dani,20,300000
1069,Andi Santoso,30,450000
1070,Siti Wijaya,20,300000
1071,Budi Wijaya,20,300000
1072,Siti Santoso,10,150000
1073,Sri Utami,15,225000
1074,Siti Mulyani,10,150000
1075,Mega Prasetyo,15,225000
1076,Andi Lestari,15,225000
1077,Sri Santoso,20,300000
1078,Rini Lestari,15,225000
1079,Andi Setiawan,30,450000
1080,Andi Utami,10,150000
1081,Siti Kusuma,15,225000
1082,Sri Rahma,15,225000
1083,Dewi Lestari,20,300000
1084,Hadi Mulyani,20,300000
1085,Rini Wijaya,10,150000
1086,Hadi Lestari,10,150000
1087,Siti Prasetyo,20,300000
1088,Andi Utami,10,150000
1089,Mega Mulyani,25,375000
1090,Siti Prasetyo,20,300000
1091,Dewi Utami,25,375000
1092,Siti Kusuma,25,375000
1093,Rini Mulyani,30,450000
1094,Sri Dani,25,375000
1095,Sri Wijaya,20,300000
1096,Hadi Mulyani,15,225000
1097,Rini Setiawan,30,450000
1098,Ahmad Lestari,15,225000
1099,Ahmad Wijaya,30,450000
1100,Mega Santoso,20,300000
1101,Siti Setiawan,10,150000
1102,Mega Utami,20,300000
1103,Eko Kusuma,25,375000
1104,Hadi Setiawan,10,150000
1105,Andi Wijaya,25,375000
1106,Sri Prasetyo,15,225000
1107,Mega Wijaya,15,225000
1108,Siti Kusuma,25,375000
1109,Budi Kusuma,25,375000
1110,Sri Setiawan,30,450000
1111,Hadi Rahma,30,450000
1112,Budi Wijaya,10,150000
1113,Eko Dani,25,375000
1114,Mega Utami,25,375000
1115,Hadi Prasetyo,30,450000
1116,Hadi Prasetyo,10,150000
1117,Rini Dani,25,375000
1118,Ahmad Prasetyo,30,450000
1119,Andi Wijaya,15,225000
1120,Siti Wijaya,30,450000
1121,Sri Rahma,30,450000
1122,Budi Dani,25,375000
1123,Ahmad Kusuma,25,375000
1124,Siti Prasetyo,15,225000
1125,Budi Mulyani,25,375000
1126,Sri Prasetyo,15,225000
1127,Sri Dani,20,300000
1128,Ahmad Dani,20,300000
1129,Rini Wijaya,25,375000
1130,Rini Dani,20,300000
1131,Rini Wijaya,30,450000
1132,Hadi Rahma,20,300000
1133,Sri Prasetyo,25,375000
1134,Rini Utami,25,375000
1135,Andi Wijaya,30,450000
1136,Siti Utami,25,375000
1137,Eko Mulyani,30,450000
1138,Budi Prasetyo,25,375000
1139,Mega Lestari,10,150000
1140,Siti Dani,15,225000
1141,Hadi Lestari,25,375000
1142,Eko Santoso,30,450000
1143,Rini Utami,20,300000
1144,Andi Prasetyo,25,375000
1145,Andi Lestari,20,300000
1146,Budi Setiawan,15,225000
1147,Mega Setiawan,10,150000
1148,Eko Setiawan,25,375000
1149,Andi Dani,20,300000
1150,Ahmad Santoso,25,375000
1151,Hadi Utami,15,225000
1152,Ahmad Kusuma,10,150000
1153,Siti Kusuma,10,150000
1154,Siti Dani,20,300000
1155,Rini Prasetyo,15,225000
1156,Mega Wijaya,25,375000
1157,Eko Prasetyo,30,450000
1158,Ahmad Santoso,20,300000
1159,Dewi Santoso,30,450000
1160,Sri Dani,10,150000
1161,Hadi Wijaya,30,450000
1162,Rini Santoso,20,300000
1163,Sri Rahma,20,300000
1164,Ahmad Lestari,25,375000
1165,Budi Wijaya,10,150000
1166,Budi Dani,15,225000
1167,Ahmad Rahma,15,225000
1168,Rini Dani,30,450000
1169,Rini Kusuma,25,375000
1170,Rini Santoso,15,225000
1171,Mega Wijaya,20,300000
1172,Hadi Rahma,10,150000
1173,Rini Mulyani,20,300000
1174,Sri Setiawan,10,150000
1175,Eko Utami,20,300000
1176,Andi Setiawan,30,450000
1177,Siti Prasetyo,10,150000
1178,Hadi Setiawan,15,225000
1179,Sri Santoso,25,375000
1180,Mega Mulyani,20,300000
1181,Eko Mulyani,25,375000
1182,Ahmad Kusuma,15,225000
1183,Andi Kusuma,10,150000
1184,Andi Setiawan,25,375000
1185,Ahmad Santoso,10,150000
1186,Hadi Santoso,10,150000
1187,Rini Lestari,10,150000
1188,Siti Setiawan,10,150000
1189,Dewi Setiawan,20,300000
1190,Andi Rahma,15,225000
1191,Ahmad Prasetyo,20,300000
1192,Mega Santoso,10,150000
1193,Rini Lestari,25,375000
1194,Sri Setiawan,25,375000
1195,Ahmad Mulyani,10,150000
1196,Budi Wijaya,10,150000
1197,Ahmad Mulyani,25,375000
1198,Dewi Kusuma,30,450000
1199,Budi Setiawan,30,450000
1200,Sri Mulyani,20,300000
1201,Eko Rahma,25,375000
1202,Siti Rahma,30,450000
1203,Andi Prasetyo,30,450000
1204,Mega Kusuma,15,225000
1205,Sri Dani,25,375000
1206,Dewi Kusuma,10,150000
1207,Budi Prasetyo,10,150000
1208,Andi Mulyani,10,150000
1209,Hadi Kusuma,15,225000
1210,Siti Mulyani,25,375000
1211,Siti Santoso,15,225000
1212,Dewi Prasetyo,10,150000
1213,Rini Setiawan,20,300000
1214,Rini Prasetyo,10,150000
1215,Ahmad Dani,10,150000
1216,Ahmad Setiawan,20,300000
1217,Siti Dani,10,150000
1218,Budi Santoso,10,150000
1219,Hadi Santoso,25,375000
1220,Siti Kusuma,10,150000
1221,Andi Kusuma,10,150000
1222,Eko Utami,30,450000
1223,Mega Kusuma,10,150000
1224,Hadi Dani,20,300000
1225,Andi Kusuma,15,225000
1226,Mega Utami,15,225000
1227,Mega Mulyani,30,450000
1228,Hadi Santoso,15,225000
1229,Hadi Dani,25,375000
1230,Eko Rahma,10,150000
1231,Sri Kusuma,15,225000
1232,Sri Santoso,15,225000
1233,Mega Rahma,15,225000
1234,Eko Setiawan,20,300000
1235,Dewi Wijaya,10,150000
1236,Rini Mulyani,25,375000
1237,Dewi Mulyani,30,450000
1238,Mega Santoso,10,150000
1239,Mega Utami,30,450000
1240,Budi Dani,30,450000
1241,Ahmad Wijaya,25,375000
1242,Hadi Kusuma,10,150000
1243,Sri Utami,25,375000
1244,Sri Kusuma,20,300000
1245,Hadi Dani,15,225000
1246,Andi Setiawan,15,225000
1247,Mega Santoso,25,375000
1248,Andi Setiawan,20,300000
1249,Andi Prasetyo,15,225000
1250,Ahmad Lestari,10,150000
1251,Mega Dani,15,225000
1252,Andi Wijaya,20,300000
1253,Dewi Utami,25,375000
1254,Sri Wijaya,10,150000
1255,Mega Rahma,20,300000
1256,Sri Lestari,30,450000
1257,Budi Rahma,30,450000
1258,Mega Setiawan,25,375000
1259,Siti Wijaya,20,300000
1260,Budi Utami,25,375000
1261,Hadi Prasetyo,15,225000
1262,Eko Lestari,15,225000
1263,Eko Rahma,20,300000
1264,Dewi Mulyani,15,225000
1265,Andi Kusuma,15,225000
1266,Rini Utami,25,375000
1267,Hadi Rahma,10,150000
1268,Andi Setiawan,30,450000
1269,Dewi Santoso,10,150000
1270,Hadi Prasetyo,20,300000
1271,Hadi Rahma,25,375000
1272,Eko Mulyani,20,300000
1273,Dewi Dani,25,375000
1274,Rini Utami,15,225000
1275,Budi Mulyani,25,375000
1276,Siti Rahma,10,150000
1277,Sri Setiawan,30,450000
1278,Dewi Santoso,30,450000
1279,Hadi Dani,20,300000
1280,Dewi Kusuma,15,225000
1281,Eko Utami,20,300000
1282,Andi Wijaya,20,300000
1283,Mega Prasetyo,30,450000
1284,Rini Prasetyo,30,450000
1285,Siti Dani,15,225000
1286,Mega Dani,30,450000
1287,Rini Dani,30,450000
1288,Sri Utami,30,450000
1289,Budi Utami,15,225000
1290,Rini Setiawan,10,150000
1291,Eko Dani,30,450000
1292,Budi Rahma,25,375000
1293,Ahmad Lestari,30,450000
1294,Sri Lestari,20,300000
1295,Sri Kusuma,20,300000
1296,Andi Dani,30,450000
1297,Dewi Rahma,10,150000
1298,Eko Utami,10,150000
1299,Andi Prasetyo,25,375000
1300,Ahmad Setiawan,20,300000
1301,Hadi Setiawan,10,150000
1302,Rini Wijaya,20,300000
1303,Hadi Rahma,15,225000
1304,Rini Dani,30,450000
1305,Andi Wijaya,25,375000
1306,Siti Lestari,30,450000
1307,Dewi Utami,30,450000
1308,Eko Wijaya,15,225000
1309,Hadi Wijaya,30,450000
1310,Sri Setiawan,20,300000
1311,Hadi Prasetyo,20,300000
1312,Ahmad Prasetyo,30,450000
1313,Andi Santoso,15,225000
1314,Ahmad Dani,20,300000
1315,Rini Utami,10,150000
1316,Siti Setiawan,10,150000
1317,Andi Mulyani,25,375000
1318,Hadi Kusuma,10,150000
1319,Eko Santoso,20,300000
1320,Mega Wijaya,20,300000
1321,Ahmad Santoso,20,300000
1322,Dewi Prasetyo,10,150000
1323,Siti Utami,20,300000
1324,Rini Santoso,10,150000
1325,Siti Prasetyo,15,225000
1326,Budi Rahma,15,225000
1327,Sri Kusuma,20,300000
1328,Siti Rahma,20,300000
1329,Eko Santoso,10,150000
1330,Andi Setiawan,30,450000
1331,Eko Lestari,20,300000
1332,Sri Mulyani,10,150000
1333,Budi Prasetyo,30,450000
1334,Eko Setiawan,20,300000
1335,Andi Mulyani,10,150000
1336,Siti Wijaya,20,300000
1337,Mega Setiawan,15,225000
1338,Rini Dani,30,450000
1339,Andi Kusuma,30,450000
1340,Hadi Wijaya,30,450000
1341,Dewi Mulyani,20,300000
1342,Mega Setiawan,10,150000
1343,Andi Lestari,30,450000
1344,Budi Mulyani,30,450000
1345,Rini Wijaya,10,150000
1346,Ahmad Lestari,20,300000
1347,Budi Mulyani,25,375000
1348,Eko Prasetyo,15,225000
1349,Ahmad Mulyani,15,225000
1350,Eko Wijaya,15,225000
1351,Ahmad Utami,20,300000
1352,Sri Lestari,10,150000
1353,Ahmad Setiawan,20,300000
1354,Sri Kusuma,20,300000
1355,Sri Rahma,20,300000
1356,Dewi Utami,30,450000
1357,Eko Rahma,30,450000
1358,Budi Lestari,30,450000
1359,Dewi Utami,20,300000
1360,Andi Prasetyo,20,300000
1361,Ahmad Lestari,10,150000
1362,Andi Wijaya,30,450000
1363,Budi Rahma,10,150000
1364,Sri Lestari,25,375000
1365,Andi Wijaya,10,150000
1366,Hadi Rahma,10,150000
1367,Dewi Kusuma,15,225000
1368,Budi Prasetyo,15,225000
1369,Siti Setiawan,15,225000
1370,Eko Mulyani,30,450000
1371,Dewi Wijaya,20,300000
1372,Siti Dani,10,150000
1373,Sri Mulyani,10,150000
1374,Ahmad Dani,30,450000
1375,Eko Santoso,25,375000
1376,Ahmad Santoso,15,225000
1377,Mega Rahma,30,450000
1378,Hadi Mulyani,15,225000
1379,Dewi Utami,25,375000
1380,Siti Kusuma,10,150000
1381,Siti Prasetyo,20,300000
1382,Eko Wijaya,15,225000
1383,Mega Rahma,25,375000
1384,Dewi Mulyani,25,375000
1385,Budi Santoso,30,450000
1386,Dewi Dani,30,450000
1387,Eko Kusuma,30,450000
1388,Hadi Setiawan,10,150000
1389,Sri Mulyani,20,300000
1390,Rini Prasetyo,15,225000
1391,Mega Lestari,10,150000
1392,Eko Lestari,10,150000
1393,Budi Utami,10,150000
1394,Budi Setiawan,25,375000
1395,Siti Utami,25,375000
1396,Ahmad Dani,10,150000
1397,Budi Setiawan,10,150000
1398,Mega Mulyani,10,150000
1399,Andi Utami,15,225000
1400,Andi Rahma,10,150000
1401,Budi Wijaya,30,450000
1402,Sri Wijaya,10,150000
1403,Ahmad Prasetyo,20,300000
1404,Dewi Santoso,10,150000
1405,Rini Mulyani,25,375000
1406,Budi Setiawan,20,300000
1407,Ahmad Wijaya,20,300000
1408,Sri Prasetyo,25,375000
1409,Eko Santoso,30,450000
1410,Eko Rahma,10,150000
1411,Dewi Utami,30,450000
1412,Dewi Utami,20,300000
1413,Mega Mulyani,30,450000
1414,Budi Utami,20,300000
1415,Eko Setiawan,10,150000
1416,Andi Prasetyo,15,225000
1417,Dewi Kusuma,30,450000
1418,Rini Rahma,20,300000
1419,Dewi Utami,30,450000
1420,Sri Santoso,25,375000
1421,Eko Setiawan,10,150000
1422,Ahmad Lestari,30,450000
1423,Andi Dani,20,300000
1424,Rini Wijaya,10,150000
1425,Budi Santoso,30,450000
1426,Siti Wijaya,20,300000
1427,Budi Wijaya,30,450000
1428,Eko Prasetyo,15,225000
1429,Sri Dani,10,150000
1430,Budi Santoso,20,300000
1431,Ahmad Mulyani,25,375000
1432,Hadi Dani,20,300000
1433,Dewi Dani,15,225000
1434,Ahmad Setiawan,30,450000
1435,Sri Kusuma,25,375000
1436,Andi Kusuma,30,450000
1437,Ahmad Prasetyo,20,300000
1438,Budi Wijaya,30,450000
1439,Dewi Dani,20,300000
1440,Sri Kusuma,20,300000
1441,Sri Kusuma,25,375000
1442,Rini Rahma,20,300000
1443,Ahmad Mulyani,25,375000
1444,Siti Lestari,30,450000
1445,Dewi Prasetyo,15,225000
1446,Budi Kusuma,10,150000
1447,Siti Santoso,30,450000
1448,Andi Rahma,15,225000
1449,Dewi Rahma,15,225000
1450,Budi Prasetyo,20,300000
1451,Andi Santoso,15,225000
1452,Mega Santoso,20,300000
1453,Dewi Rahma,30,450000
1454,Siti Rahma,25,375000
1455,Dewi Mulyani,25,375000
1456,Andi Prasetyo,10,150000
1457,Eko Lestari,20,300000
1458,Mega Dani,25,375000
1459,Hadi Santoso,25,375000
1460,Siti Setiawan,25,375000
1461,Mega Prasetyo,10,150000
1462,Ahmad Setiawan,15,225000
1463,Siti Setiawan,15,225000
1464,Dewi Mulyani,10,150000
1465,Andi Dani,15,225000
1466,Rini Dani,10,150000
1467,Eko Dani,25,375000
1468,Mega Rahma,10,150000
1469,Budi Mulyani,25,375000
1470,Hadi Setiawan,15,225000
1471,Siti Kusuma,10,150000
1472,Eko Setiawan,15,225000
1473,Siti Rahma,20,300000
1474,Andi Prasetyo,10,150000
1475,Andi Mulyani,30,450000
1476,Sri Utami,20,300000
1477,Rini Dani,30,450000
1478,Siti Mulyani,25,375000
1479,Andi Santoso,10,150000
1480,Hadi Santoso,20,300000
1481,Hadi Setiawan,30,450000
1482,Eko Lestari,25,375000
1483,Sri Santoso,20,300000
1484,Mega Prasetyo,10,150000
1485,Mega Santoso,30,450000
1486,Eko Utami,30,450000
1487,Dewi Rahma,20,300000
1488,Hadi Dani,30,450000
1489,Andi Setiawan,15,225000
1490,Siti Santoso,10,150000
1491,Eko Dani,10,150000
1492,Siti Rahma,25,375000
1493,Ahmad Wijaya,10,150000
1494,Rini Utami,15,225000
1495,Hadi Santoso,10,150000
1496,Mega Setiawan,20,300000
1497,Mega Wijaya,10,150000
1498,Sri Kusuma,25,375000
1499,Dewi Mulyani,25,375000
1500,Budi Rahma,20,300000
1501,Rini Lestari,30,450000
1502,Mega Lestari,25,375000
1503,Budi Mulyani,10,150000
1504,Sri Wijaya,25,375000
1505,Siti Mulyani,15,225000
1506,Siti Kusuma,15,225000
1507,Rini Prasetyo,25,375000
1508,Budi Dani,30,450000
1509,Dewi Wijaya,20,300000
1510,Siti Kusuma,20,300000
1511,Budi Dani,10,150000
1512,Sri Kusuma,15,225000
1513,Hadi Rahma,15,225000
1514,Rini Dani,30,450000
1515,Hadi Mulyani,25,375000
1516,Dewi Setiawan,30,450000
1517,Eko Utami,25,375000
1518,Hadi Lestari,25,375000
1519,Eko Santoso,30,450000
1520,Eko Setiawan,20,300000
1521,Sri Wijaya,30,450000
1522,Budi Utami,10,150000
1523,Mega Prasetyo,25,375000
1524,Dewi Santoso,15,225000
1525,Mega Lestari,10,150000
1526,Rini Kusuma,10,150000
1527,Dewi Mulyani,10,150000
1528,Siti Rahma,15,225000
1529,Andi Santoso,15,225000
1530,Andi Wijaya,30,450000
1531,Budi Setiawan,15,225000
1532,Siti Rahma,15,225000
1533,Eko Lestari,25,375000
1534,Eko Santoso,25,375000
1535,Andi Santoso,20,300000
1536,Siti Rahma,20,300000
1537,Mega Lestari,10,150000
1538,Mega Santoso,10,150000
1539,Dewi Lestari,20,300000
1540,Budi Mulyani,20,300000
1541,Siti Kusuma,20,300000
1542,Sri Dani,20,300000
1543,Eko Prasetyo,10,150000
1544,Budi Prasetyo,20,300000
1545,Ahmad Rahma,15,225000
1546,Sri Dani,15,225000
1547,Sri Lestari,30,450000
1548,Budi Dani,30,450000
1549,Sri Dani,30,450000
1550,Ahmad Setiawan,30,450000
1551,Hadi Dani,30,450000
1552,Budi Santoso,30,450000
1553,Mega Prasetyo,25,375000
1554,Budi Setiawan,25,375000
1555,Hadi Rahma,20,300000
1556,Budi Rahma,25,375000
1557,Hadi Santoso,10,150000
1558,Budi Prasetyo,15,225000
1559,Ahmad Kusuma,10,150000
1560,Budi Wijaya,30,450000
1561,Budi Rahma,10,150000
1562,Eko Rahma,10,150000
1563,Ahmad Kusuma,25,375000
1564,Hadi Prasetyo,20,300000
1565,Eko Kusuma,10,150000
1566,Siti Santoso,20,300000
1567,Mega Santoso,15,225000
1568,Dewi Santoso,15,225000
1569,Rini Mulyani,10,150000
1570,Mega Dani,25,375000
1571,Siti Santoso,30,450000
1572,Siti Wijaya,25,375000
1573,Andi Setiawan,30,450000
1574,Hadi Setiawan,10,150000
1575,Rini Utami,15,225000
1576,Sri Mulyani,25,375000
1577,Andi Dani,20,300000
1578,Mega Mulyani,20,300000
1579,Budi Utami,25,375000
1580,Mega Kusuma,10,150000
1581,Hadi Lestari,10,150000
1582,Rini Wijaya,20,300000
1583,Eko Wijaya,10,150000
1584,Dewi Lestari,25,375000
1585,Budi Dani,20,300000
1586,Sri Dani,10,150000
1587,Sri Setiawan,20,300000
1588,Eko Setiawan,15,225000
1589,Dewi Rahma,30,450000
1590,Dewi Rahma,30,450000
1591,Siti Dani,20,300000
1592,Andi Rahma,15,225000
1593,Ahmad Santoso,30,450000
1594,Mega Setiawan,30,450000
1595,Andi Wijaya,20,300000
1596,Hadi Setiawan,20,300000
1597,Budi Lestari,15,225000
1598,Hadi Utami,20,300000
1599,Sri Utami,10,150000
1600,Eko Santoso,30,450000
1601,Ahmad Utami,10,150000
1602,Hadi Lestari,25,375000
1603,Dewi Utami,30,450000
1604,Ahmad Lestari,25,375000
1605,Siti Kusuma,10,150000
1606,Sri Wijaya,10,150000
1607,Ahmad Rahma,10,150000
1608,Budi Rahma,30,450000
1609,Budi Wijaya,15,225000
1610,Ahmad Kusuma,20,300000
1611,Budi Dani,25,375000
1612,Siti Santoso,30,450000
1613,Rini Utami,10,150000
1614,Rini Wijaya,15,225000
1615,Andi Prasetyo,25,375000
1616,Mega Prasetyo,30,450000
1617,Budi Mulyani,25,375000
1618,Andi Setiawan,30,450000
1619,Rini Utami,10,150000
1620,Hadi Prasetyo,10,150000
1621,Sri Kusuma,15,225000
1622,Hadi Rahma,25,375000
1623,Andi Utami,10,150000
1624,Siti Mulyani,25,375000
1625,Rini Wijaya,15,225000
1626,Dewi Santoso,10,150000
1627,Mega Setiawan,10,150000
1628,Dewi Rahma,25,375000
1629,Ahmad Kusuma,25,375000
1630,Mega Prasetyo,10,150000
1631,Mega Rahma,20,300000
1632,Sri Kusuma,20,300000
1633,Budi Dani,20,300000
1634,Eko Utami,30,450000
1635,Hadi Lestari,15,225000
1636,Hadi Dani,25,375000
1637,Eko Wijaya,10,150000
1638,Eko Utami,10,150000
1639,Budi Kusuma,30,450000
1640,Sri Rahma,15,225000
1641,Hadi Dani,25,375000
1642,Rini Mulyani,25,375000
1643,Eko Dani,10,150000
1644,Dewi Utami,30,450000
1645,Sri Santoso,20,300000
1646,Ahmad Dani,15,225000
1647,Mega Setiawan,30,450000
1648,Sri Lestari,20,300000
1649,Dewi Wijaya,25,375000
1650,Ahmad Mulyani,10,150000
1651,Ahmad Lestari,20,300000
1652,Siti Rahma,30,450000
1653,Andi Rahma,20,300000
1654,Andi Lestari,25,375000
1655,Rini Rahma,15,225000
1656,Eko Lestari,30,450000
1657,Sri Kusuma,20,300000
1658,Siti Santoso,20,300000
1659,Rini Setiawan,20,300000
1660,Rini Rahma,20,300000
1661,Budi Utami,25,375000
1662,Hadi Wijaya,20,300000
1663,Mega Mulyani,15,225000
1664,Dewi Santoso,30,450000
1665,Rini Wijaya,25,375000
1666,Dewi Mulyani,20,300000
1667,Budi Rahma,25,375000
1668,Budi Setiawan,10,150000
1669,Ahmad Lestari,10,150000
1670,Hadi Wijaya,25,375000
1671,Budi Prasetyo,25,375000
1672,Dewi Mulyani,30,450000
1673,Eko Setiawan,30,450000
1674,Budi Kusuma,10,150000
1675,Budi Rahma,15,225000
1676,Eko Mulyani,15,225000
1677,Andi Rahma,25,375000
1678,Sri Rahma,25,375000
1679,Dewi Dani,15,225000
1680,Siti Prasetyo,25,375000
1681,Dewi Dani,25,375000
1682,Dewi Santoso,15,225000
1683,Budi Kusuma,30,450000
1684,Hadi Mulyani,30,450000
1685,Siti Lestari,30,450000
1686,Dewi Rahma,10,150000
1687,Ahmad Mulyani,10,150000
1688,Dewi Mulyani,20,300000
1689,Eko Setiawan,20,300000
1690,Andi Utami,25,375000
1691,Rini Utami,10,150000
1692,Dewi Dani,15,225000
1693,Rini Dani,30,450000
1694,Rini Wijaya,15,225000
1695,Rini Dani,15,225000
